ProbeID	Gene.symbol
2678526	C3orf67
2678714	FHIT
2679014	NPCDR1
2679299	ID2B
2679377	FEZF2
2679406	CADPS
2679796	THOC7
2679864	PSMD6
2679917	PRICKLE2
2680046	ADAMTS9
2680298	MAGI1
2680591	LRIG1
2680819	SUCLG2
2681044	FAM19A4
2681114	C3orf64
2681157	TMF1
2681195	UBA3
2681251	LMOD3
2681753	FOXP1
2682088	EIF4E3
2682271	PROK2
2682436	RYBP
2682568	SHQ1
2682729	PDZRN3
2683763	ROBO1
2684187	GBE1
2684851	VGLL3
2684957	POU1F1
2685034	CGGBP1
2685304	PROS1
2685345	STX19
2685354	DHFRL1
2685776	MINA
2685908	CLDND1
2685944	CPOX
2686023	DCBLD2
2686213	FILIP1L
2686371	TOMM70A
2686458	ABI3BP
2686602	IMPG2
2686646	SENP7
2686727	ZBTB11
2687255	CBLB
2687739	CD47
2687840	IFT57
2687979	KIAA1524
2688049	RETNLB
2688070	GUCA1C
2688089	MORC1
2688166	DPPA2
2688180	DPPA4
2688499	ZBED2
2688562	PHLDB2
2688605	GCET2
2688717	BTLA
2688759	ATG3
2688813	CCDC80
2688882	C3orf17
2688933	CD200R1L
2688955	CD200R1
2689042	WDR52
2689112	SPICE1
2689208	NAA50
2689286	KIAA1407
2689378	DRD3
2689452	ZNF80
2689516	ZBTB20
2690012	LSAMP
2690715	IGSF11
2690776	B4GALT4
2690850	TMEM39A
2690900	CD80
2690956	POPDC2
2691014	GSK3B
2691112	GPR156
2691575	POLQ
2691668	HCLS1
2691718	GOLGB1
2691798	IQCB1
2691850	ILDR1
2691973	WDR5B
2691982	KPNA1
2692060	PARP9
2692136	HSPBAP1
2692199	SEMA5B
2692319	ADCY5
2692411	PTPLB
2692447	MYLK
2692573	CCDC14
2692640	ROPN1
2692816	ITGB5
2692883	MUC13
2692909	HEG1
2693014	SLC12A8
2693081	ZNF148
2693149	SNX4
2693217	OSBPL11
2693332	ALG1L
2693357	SLC41A3
2693409	ALDH1L1
2693511	KLF15
2693569	ZXDC
2693616	ZXDC
2693620	UROC1
2693654	C3orf22
2693682	TXNRD3
2693937	TPRA1
2694001	MGLL
2694123	RUVBL1
2694305	DNAJB8
2694314	GATA2
2694360	C3orf27
2694397	RPN1
2694520	KIAA1257
2694598	RAB43
2694617	ISY1
2694644	CNBP
2694675	H1FX
2694706	RPL32P3
2694753	C3orf25
2694785	MBD4
2694817	PLXND1
2694931	TMCC1
2695200	PIK3R4
2695295	ASTE1
2695393	MRPL3
2695453	CPNE4
2695648	ACAD11
2695701	NPHP3
2695941	TOPBP1
2696040	RAB6B
2696109	C3orf36
2696113	SLCO2A1
2696252	RYK
2696309	AMOTL2
2696379	ANAPC13
2696415	KY
2696764	MSL2
2696802	STAG1
2697231	DZIP1L
2697308	A4GNT
2697331	DBR1
2697372	TXNDC6
2697490	CEP70
2697564	PIK3CB
2697652	FOXL2
2697721	PRR23C
2697792	COPB2
2697839	RBP2
2697863	RBP1
2697902	NMNAT3
2698565	TFDP2
2698693	GK5
2698738	XRN1
2698844	ATR
2698996	PCOLCE2
2699059	PAQR9
2699145	SLC9A9
2699564	PLOD2
2699623	PLSCR4
2699683	PLSCR2
2699726	PLSCR1
2699844	ZIC4
2700197	HLTF
2700244	CP
2700332	TM4SF18
2700365	TM4SF1
2700404	WWTR1
2700500	COMMD2
2700585	PFN2
2700727	SERP1
2700780	FAM194A
2700828	SIAH2
2700933	CLRN1
2701018	GPR171
2701033	P2RY14
2701049	GPR87
2701071	P2RY13
2701081	P2RY12
2701109	IGSF10
2701294	TMEM14E
2701595	DHX36
2701892	C3orf33
2701927	SLC33A1
2702154	SSR3
2702307	CCNL1
2702395	VEPH1
2702610	SHOX2
2702724	LXN
2702752	RARRES1
2703133	IFT80
2703217	KPNA4
2703377	B3GALNT1
2703462	C3orf57
2703750	SI
2703836	SLITRK3
2703902	BCHE
2704052	ZBBX
2704114	SERPINI2
2704143	WDR49
2704188	PDCD10
2704267	GOLIM4
2704441	MECOM
2704504	MECOM
2704733	ARPM1
2704763	LRRC34
2704795	LRRC31
2704894	PHC3
2705014	SLC7A14
2705030	SLC7A14
2705164	EIF5A2
2705215	SLC2A2
2705266	TNIK
2705445	PLD1
2705690	GHSR
2705706	TNFSF10
2705748	NCEH1
2705820	SPATA16
2706297	TBL1XR1
2706791	ZMAT3
2706938	GNB4
2706985	MRPL47
2707045	PEX5L
2707359	DNAJC19
2707764	DCUN1D1
2707824	MCCC1
2707876	LAMP3
2707909	MCF2L2
2708066	KLHL6
2708203	MAP6D1
2708229	PARL
2708287	ABCC5
2708407	ALG3
2708429	CAMK2N2
2708457	CLCN2
2708498	THPO
2708610	MAGEF1
2708720	EHHADH
2708791	RPL4
2708817	TMEM41A
2708855	LIPH
2708922	IGF2BP2
2709062	TRA2B
2709132	ETV5
2709235	DGKG
2709402	CRYGS
2709414	TBCCD1
2709486	RFC4
2709606	RPL39L
2709631	MASP1
2709750	SST
2709759	RTP2
2709778	BCL6
2710298	LOC100132319
2710474	LEPREL1
2710599	CLDN1
2710632	TMEM207
2710764	UTS2D
2710895	FGF12
2711034	C3orf59
2711139	ATP13A5
2711205	ATP13A4
2711225	ATP13A4
2711604	CPN2
2711610	LRRC15
2711627	GP5
2711644	ATP13A3
2711751	TMEM44
2711818	LSG1
2711957	C3orf21
2712040	ACAP2
2712147	PPP1R2
2712236	MUC4
2712417	TNK2
2712632	TFRC
2712694	ZDHHC19
2712754	PCYT1A
2712794	TCTEX1D2
2712858	UBXN7
2712906	RNF168
2712958	WDR53
2713016	C3orf34
2713074	NCBP2
2713095	PIGZ
2713111	MFI2
2713192	DLG1
2713382	BDH1
2713555	KIAA0226
2713664	IQCG
2713709	LOC348840
2713789	ZNF595
2713837	ZNF718
2713950	ZNF141
2714025	PIGG
2714132	PDE6B
2714200	MYL5
2714230	PCGF3
2714376	TMEM175
2714407	IDUA
2714465	FGFRL1
2714563	FLJ35816
2714644	C4orf42
2714672	MAEA
2714729	KIAA1530
2714818	CRIPAK
2714955	TACC3
2715016	FGFR3
2715076	WHSC1
2715222	NAT8L
2715440	RNF4
2715476	FAM193A
2715580	SH3BP2
2715634	ADD1
2715749	GRK4
2715820	HTT
2716025	RGS12
2716124	HGFAC
2716156	DOK7
2716246	FLJ35424
2716328	ADRA2C
2716432	ZBTB49
2716467	D4S234E
2716655	MSX1
2716713	STK32B
2716789	C4orf6
2716810	EVC
2716953	WFS1
2717014	MAN2B2
2717049	MRFAP1
2717059	LOC93622
2717078	S100P
2717091	CNO
2717101	KIAA0232
2717165	TBC1D14
2717253	SORCS2
2717481	AFAP1-AS
2717518	AFAP1
2717593	SH3TC1
2717688	HTRA3
2717757	C4orf23
2717808	C4orf23
2717846	GPR78
2717857	CPZ
2718259	DRD5
2719361	CPEB2
2719440	C1QTNF7
2719617	BST1
2719656	CD38
2719792	FLJ39653
2720145	LAP3
2720181	MED28
2720251	NCAPG
2720584	SLIT2
2720732	PACRGL
2721087	GBA3
2721633	SOD3
2721777	PI4K2B
2721809	ZCCHC4
2721848	ANAPC4
2721959	SLC34A2
2722151	RBPJ
2722291	TBC1D19
2722377	STIM2
2722823	PCDH7
2723391	MGC42157
2723605	C4orf19
2723710	PGM2
2723752	TBC1D1
2723924	PTTG2
2723997	KLF3
2724094	FAM114A1
2724154	KLHL5
2724235	WDR19
2724308	KLB
2724338	LIAS
2724377	LOC401127
2724472	UBE2K
2724585	N4BP2
2724671	RHOH
2724723	CHRNA9
2724853	NSUN7
2725013	UCHL1
2725061	LIMCH1
2725332	TMEM33
2725381	SLC30A9
2725779	GUF1
2725977	GABRB1
2726072	ATP10D
2726227	CNGA1
2726234	NIPAL1
2726323	SLAIN2
2726384	SLC10A4
2726396	ZAR1
2726483	OCIAD1
2726542	CWH43
2726828	DCUN1D4
2726910	SPATA18
2727116	RASL11B
2727226	PDGFRA
2727535	GSX2
2727587	KIT
2727762	SRD5A3
2727793	TMEM165
2727913	EXOC1
2727976	CEP135
2728189	PAICS
2728224	SRP72
2728271	ARL9
2728408	REST
2728448	POLR2B
2728938	LPHN3
2729667	STAP1
2729821	TMPRSS11E
2729884	UGT2B10
2729929	UGT2B7
2730021	UGT2B28
2730158	CSN1S1
2730173	STATH
2730194	HTN3
2730212	HTN1
2730225	CSN1S2AP
2730257	C4orf40
2730281	ODAM
2730303	C4orf7
2730313	CSN3
2730347	C4orf35
2730396	SMR3A
2730404	SMR3B
2730420	PROL1
2730431	MUC7
2730465	AMTN
2730503	ENAM
2730531	UTP3
2730554	RUFY3
2730673	MOBKL1A
2730714	DCK
2730746	SLC4A4
2730933	NPFFR2
2731192	ALB
2731230	AFP
2731257	AFM
2731332	IL8
2731350	CXCL6
2731373	PF4V1
2731381	CXCL1
2731417	MTHFD2L
2731496	EPGN
2731513	EREG
2731542	AREG
2731636	PARM1
2731757	THAP6
2731782	C4orf26
2731831	USO1
2731928	ART3
2731986	FAM47E
2732068	SHROOM3
2732273	SEPT11
2732339	LOC100131826
2732391	CCNG2
2732508	CXCL13
2732611	MRPL1
2732655	FRAS1
2732844	ANXA3
2732942	BMP2K
2733202	GDEP
2733287	PRDM8
2733360	FGF5
2733392	C4orf22
2733483	BMP3
2733767	ENOPH1
2733898	THAP9
2733928	COPS4
2734018	MRPS18C
2734047	AGPAT9
2734270	CDS1
2734352	NCRNA00247
2734421	ARHGAP24
2734629	PTPN13
2734784	AFF1
2734992	NUDT9
2735027	SPP1
2735073	DSPP
2735116	DMP1
2735129	IBSP
2735151	MEPE
2735221	PKD2
2735362	HERC6
2735409	HERC5
2735459	HERC3
2735598	TIGD2
2735759	MMRN1
2735815	FAM190A
2736060	GRID2
2736224	ATOH1
2736259	SMARCAD1
2736322	PDLIM5
2736462	BMPR1B
2736642	PDHA2
2736749	COX7A2
2736853	RAP1GDS1
2737069	METAP1
2737220	C4orf17
2737257	MTTP
2737318	DAPP1
2737596	BANK1
2737717	NFKB1
2737840	CISD2
2738146	TET2
2738244	ARHGEF38
2738314	GSTCD
2738378	NPNT
2738466	AIMP1
2738664	SGMS2
2738697	CYP2U1
2738723	HADH
2738949	OSTC
2739079	SEC24B
2739160	CCDC109B
2739242	GAR1
2739267	RRH
2739289	LRIT3
2739308	EGF
2739468	ENPEP
2739714	C4orf32
2739755	AP1AR
2739792	ALPK1
2740005	LARP7
2740067	ANK2
2740507	UGT8
2740896	NDST3
2741083	METTL14
2741206	MYOZ2
2741236	USP53
2741768	EXOSC9
2741901	KIAA1109
2742009	ADAD1
2742093	BBS12
2742109	FGF2
2742134	SPATA5
2742224	SPRY1
2742581	FAT4
2742829	INTU
2742919	SLC25A31
2742935	HSPA4L
2742985	PLK4
2743029	C4orf29
2743085	LARP1B
2743315	PHF17
2743370	C4orf33
2743800	PCDH10
2744501	CCRN4L
2744597	NAA15
2744674	RAB33B
2744734	MGST2
2744980	SCOC
2745067	ELMOD2
2745220	ZNF330
2745288	IL15
2745466	INPP4B
2745499	USP38
2745547	GAB1
2745646	SMARCA5
2745712	LOC441046
2745899	HHIP
2746024	ABCE1
2746119	SMAD1
2746164	MMAA
2746269	LSM6
2746422	POU4F2
2746591	EDNRA
2746645	TMEM184C
2746693	ARHGAP10
2747190	DCLK2
2747314	MAB21L2
2747454	PRSS48
2747893	ARFIP1
2747961	FHDC1
2748061	TRIM2
2748163	MND1
2748198	KIAA0922
2748346	TLR2
2748542	FGB
2748605	LRAT
2748646	RBM46
2748723	NPY2R
2748830	GUCY1A3
2748923	GUCY1B3
2749011	TDO2
2749191	GLRB
2749222	GRIA2
2749380	TMEM144
2749484	RXFP1
2749560	ETFDH
2749699	RAPGEF2
2750198	NPY5R
2750227	C4orf43
2750463	C4orf39
2750476	TRIM60
2750527	KLHL2
2750594	SC4MOL
2750627	CPE
2750753	TLL1
2751009	ANXA10
2751066	PALLD
2751385	CLCN3
2751722	GALNTL6
2751936	GALNT7
2752006	SAP30
2752085	NBLA00301
2752243	KIAA1712
2752362	ADAM29
2752478	WDR17
2752560	SPCS3
2752725	NEIL3
2753707	FAM92A3
2753732	WWC2
2753880	CDKN2AIP
2753952	ING2
2753994	C4orf41
2754371	CCDC111
2754538	SLC25A4
2754582	SNX25
2754673	ANKRD37
2754937	TLR3
2755053	CYP4V2
2755111	KLKB1
2755154	F11
2755567	ZFP42
2755593	TRIML1
2755897	MGC39584
2756029	FRG1
2756309	ABCA11P
2756404	ZNF721
2756497	ATP5I
2756514	MFSD7
2756630	CPLX1
2756673	GAK
2756782	DGKQ
2756831	SLC26A1
2756892	RNF212
2756965	SPON2
2757036	CTBP1
2757278	FAM53A
2757319	SLBP
2757347	TMEM129
2757427	LETM1
2757540	WHSC2
2757621	POLN
2757720	HAUS3
2757751	MXD4
2757796	ZFYVE28
2757944	TNIP2
2758043	MFSD10
2758076	NOP14
2758298	LRPAP1
2758602	OTOP1
2758658	TMEM128
2758686	LYAR
2758733	STX18
2758870	CYTL1
2758978	EVC2
2759038	CRMP1
2759100	C4orf50
2759158	JAKMIP1
2759205	PPP2R2C
2759303	MRFAP1L1
2759393	CCDC96
2759404	GRPEL1
2759582	AFAP1
2759654	ABLIM2
2759857	ACOX3
2760199	SLC2A9
2760371	WDR1
2760632	CLNK
2760869	HS3ST1
2761151	RAB28
2761259	NKX3-2
2761285	BOD1L
2761321	BOD1L
2761734	FBXL5
2761829	FGFBP1
2761837	FGFBP2
2761842	PROM1
2761941	TAPT1
2762088	LDB2
2762334	QDPR
2762468	DCAF16
2762500	LCORL
2762944	KCNIP4
2763278	GPR125
2763550	PPARGC1A
2763805	DHX15
2763912	CCDC149
2764004	LGI2
2764054	SEPSECS
2764192	SEL1L3
2764478	CCKAR
2764678	FLJ45721
2765590	ARAP2
2765865	RELL1
2765935	GAFA3
2766122	FLJ13197
2766192	TLR10
2766219	TLR1
2766262	TLR6
2766289	TMEM156
2766359	RFC1
2766419	RPL9
2766456	UGDH
2766492	C4orf34
2766532	UBE2K
2766588	PDS5A
2766788	RBM47
2766893	APBB2
2767159	PHOX2B
2767295	BEND4
2767378	ATP8A1
2767710	KCTD8
2767764	YIPF7
2767790	GNPDA2
2767932	GABRG1
2767972	GABRA2
2768039	COX7B2
2768056	GABRA4
2768145	COMMD8
2768197	CORIN
2768273	NFXL1
2768323	CNGA1
2768354	TXK
2768396	TEC
2768468	FRYL
2768654	OCIAD2
2768981	SGCB
2769063	USP46
2769182	SCFD2
2769346	LNX1
2769512	RPL21P44
2769539	CHIC2
2769810	KDR
2769947	CLOCK
2770023	PDCL2
2770039	NMU
2770193	AASDH
2770242	PPAT
2770305	HOPX
2770427	C4orf14
2770469	IGFBP7
2771170	TECRL
2771342	EPHA5
2771654	CENPC1
2771718	UBA6
2771812	GNRHR
2771839	TMPRSS11D
2771877	TMPRSS11A
2771924	TMPRSS11F
2771983	TMPRSS11B
2772017	YTHDC1
2772088	UGT2B17
2772127	UGT2B15
2772167	UGT2A3
2772341	UGT2B4
2772375	UGT2A1
2772414	SULT1B1
2772450	SULT1E1
2772477	CSN2
2772566	IGJ
2772614	GRSF1
2772805	GC
2772876	ADAMTS3
2772968	COX18
2773023	ANKRD17
2773222	RASSF6
2773348	PF4
2773358	PPBP
2773369	CXCL5
2773387	CXCL3
2773407	PPBPL2
2773434	CXCL2
2773545	BTC
2773655	RCHY1
2773719	CDKL2
2773756	G3BP2
2773823	PPEF2
2773872	NAAA
2773907	SDAD1
2773947	CXCL9
2773958	CXCL10
2773972	CXCL11
2773997	NUP54
2774049	SCARB2
2774123	CCDC158
2774365	CCNI
2774565	CNOT6L
2774817	PAQR3
2774938	GK2
2774971	ANTXR2
2775214	PRKG2
2775259	RASGEF1B
2775390	MOP-1
2775463	HNRNPD
2775562	HNRPDL
2775708	C4orf11
2775735	SCD5
2775756	SEC31A
2775858	LIN54
2775909	PLAC8
2775965	COQ2
2775994	HPSE
2776026	HELQ
2776088	FAM175A
2776126	OK/SW-CL.36
2776305	NKX6-1
2776372	WDFY3
2776670	MAPK10
2776837	SLC10A6
2776851	C4orf36
2776998	KLHL8
2777044	HSD17B13
2777070	HSD17B11
2777113	SPARCL1
2777276	ABCG2
2777333	PPM1K
2777412	PIGY
2777447	NAP1L5
2777487	FAM13A
2777564	FAM13A
2777639	GPRIN3
2777714	SNCA
2778273	HPGDS
2778440	UNC5C
2778727	C4orf37
2778856	TSPAN5
2778980	EIF4E
2779095	ADH5
2779124	ADH4
2779163	ADH6
2779199	ADH1A
2779231	ADH1B
2779271	ADH1C
2779302	ADH7
2779335	RG9MTD2
2779408	MAPKSP1
2779434	DNAJB14
2779486	H2AFZ
2779527	DDIT4L
2779543	EMCN
2779638	PPP3CA
2779823	SLC39A8
2779897	MANBA
2779992	UBE2D3
2780060	NHEDC1
2780099	NHEDC2
2780143	BDH2
2780172	CENPE
2780296	TACR3
2780388	CXXC4
2780522	PPA2
2780656	INTS12
2780734	TBCK
2780907	DKK2
2780999	PAPSS1
2781138	LEF1
2781325	LOC285456
2781387	AGXT2L1
2781441	COL25A1
2781693	CASP6
2781714	PLA2G12A
2781736	CFI
2781813	ELOVL6
2781914	PITX2
2782230	TIFA
2782267	NEUROG2
2782292	C4orf21
2782545	CAMK2D
2782694	ARSJ
2782822	NDST4
2783099	TRAM1L1
2783207	PRSS12
2783316	SEC24D
2783473	C4orf3
2783484	C4orf3
2783493	FABP2
2783596	PDE5A
2783715	MAD2L1
2783788	PRDM5
2783886	C4orf31
2783916	TNIP3
2783978	QRFPR
2784027	ANXA5
2784074	TMEM155
2784113	CCNA2
2784131	BBS7
2784177	TRPC3
2784265	IL2
2784279	IL21
2784352	FGF2
2784687	ANKRD50
2785035	MFSD8
2785114	PGRMC2
2785282	SCLT1
2786322	SLC7A11
2786462	ELF2
2786567	C4orf49
2786578	NDUFC1
2786657	SETD7
2786732	MAML3
2787005	CLGN
2787073	UCP1
2787459	INPP4B
2787902	GYPE
2787958	GYPB
2788003	GYPA
2788143	ANAPC10
2788195	OTUD4
2788366	ZNF827
2788511	SLC10A7
2788603	TTC29
2788800	PRMT10
2788926	NR3C2
2789266	LRBA
2789690	PET112L
2789957	FBXW7
2790062	TMEM154
2790109	ANXA2P1
2790151	TIGD4
2790324	RNF175
2790368	SFRP2
2790486	DCHS2
2790570	PLRG1
2790626	FGA
2790652	FGG
2790823	MAP9
2790999	ACCN5
2791063	CTSO
2791197	PDGFC
2791419	FAM198B
2791538	PPID
2791593	C4orf45
2791894	FSTL5
2792069	NAF1
2792127	NPY1R
2792161	TKTL2
2792166	MARCH1
2792305	ANP32C
2792420	TMEM192
2792459	GK3P
2792647	SPOCK3
2792800	DDX60
2793054	CBR4
2793137	SH3RF1
2793221	NEK1
2793310	C4orf27
2793401	MFAP3L
2793441	AADAT
2793951	HMGB2
2794006	SCRG1
2794075	HAND2
2794356	FBXO8
2794408	HPGD
2794454	GLRA3
2794584	GPM6A
2794679	SPATA4
2794704	ASB5
2794792	VEGFC
2794902	AGA
2795628	MGC45800
2795819	DCTD
2795904	C4orf38
2796066	RWDD4
2796224	ENPP6
2796338	LOC728175
2796384	IRF2
2796484	CASP3
2796510	MLF1IP
2796553	ACSL1
2796623	SLED1
2796790	KIAA1430
2796847	LRP2BP
2796875	UFSP2
2796911	CCDC110
2796951	PDLIM3
2796995	SORBS2
2797202	SORBS2
2797311	MTNR1A
2797393	FAT1
2797771	TRIML2
2798366	TUBB4Q
2798475	PLEKHG4B
2798538	SDHA
2798586	AHRR
2798679	EXOC3
2798777	CEP72
2798915	TRIP13
2798952	NKD2
2799030	SLC6A19
2799056	SLC6A18
2799184	NDUFS6
2799509	C5orf38
2799758	IRX1
2800026	ADAMTS16
2800477	SRD5A1
2800503	PAPD7
2800711	ADCY2
2800906	MTRR
2801526	CCT5
2801608	MARCH6
2801694	ROPN1L
2802398	TRIO
2802681	LOC100133299
2802696	FAM105A
2802739	FAM105B
2802963	FBXL7
2803329	BASP1
2804085	PMCHL2
2804221	PRDM9
2804277	C5orf17
2805078	CDH6
2805176	C5orf22
2805232	PDZD2
2805581	SUB1
2805635	NPR3
2805695	C5orf23
2805786	TARS
2805939	RXFP3
2806091	RAI14
2806186	TTC23L
2806231	BRIX1
2806256	DNAJC21
2806376	SPEF2
2806468	IL7R
2806517	SKP2
2806643	SLC1A3
2806799	NIPBL
2807000	WDR70
2807195	EGFLAM
2807359	OSMR
2807621	PTGER4
2807686	CARD6
2807716	C7
2807862	C5orf51
2807886	FBXO4
2807949	GHR
2808180	LOC153684
2808290	ZNF131
2808308	MGC42105
2808438	NNT
2808612	MRPS30
2808748	PARP8
2808931	ISL1
2809128	ITGA1
2809245	ITGA2
2809399	FST
2809423	NDUFS4
2809579	HSPB3
2809628	SNX18
2809793	GZMK
2809810	GZMA
2809831	GPX8
2809885	SKIV2L2
2810015	DDX4
2810055	IL31RA
2810395	C5orf35
2810458	GPBP1
2810764	GAPT
2810805	RAB3C
2811145	PART1
2811500	FLJ37543
2811656	KIF2A
2811745	IPO11
2811812	LRRC70
2812120	CWC27
2812273	PPWD1
2812315	C5orf44
2812359	NLN
2812435	ERBB2IP
2812539	SREK1
2812591	FLJ46010
2812690	MAST4
2813060	PIK3R1
2813364	SLC30A5
2813414	CCNB1
2813442	CENPH
2813465	MRPS36
2813481	CDK7
2813524	RAD17
2814154	SERF1A
2814527	BDP1
2814622	PMCHL2
2814642	MCCC2
2814693	CARTPT
2814756	MAP1B
2814855	PTCD2
2815043	TNPO1
2815139	FCHO2
2815220	TMEM171
2815238	TMEM174
2815331	BTF3
2815424	FUNDC2
2815455	UTP15
2815488	RGNEF
2815791	HEXB
2815965	HMGCR
2816030	POLK
2816298	IQGAP2
2816459	F2R
2816494	F2RL1
2816506	S100Z
2816536	CRHBP
2816563	AGGF1
2816681	PDE8B
2817053	SCAMP1
2817212	BHMT2
2817251	BHMT
2817291	JMY
2817386	PAPD4
2817464	CMYA5
2817576	THBS4
2817708	SPZ1
2817731	ZFYVE16
2817793	FAM151B
2817837	MSH3
2817941	RASGRF2
2818035	CKMT2
2818079	ZCCHC9
2818212	ATG10
2818454	XRCC4
2818517	VCAN
2818884	NBPF22P
2819044	RASA1
2819747	POLR3G
2819779	GPR98
2820394	NR2F1
2820622	ANKRD32
2820813	FAM81B
2820865	ARSK
2820884	GPR150
2820893	RFESD
2820925	RHOBTB3
2821041	C5orf27
2821194	CAST
2821347	ERAP2
2821413	LNPEP
2821417	LNPEP
2821761	RGMB
2821981	FAM174A
2822215	PAM
2822407	PPIP5K2
2822492	C5orf30
2822696	RAB9BP1
2823326	FER
2823551	MAN2A1
2823745	SLC25A46
2823797	TSLP
2823820	WDR36
2823880	CAMK4
2824089	NCRNA00219
2824144	FLJ11235
2824198	APC
2824286	SRP19
2824315	ZRSR2
2824354	DCP2
2824483	YTHDC2
2824581	KCNN2
2824872	AP3S1
2824902	AQPEP
2824986	COMMD10
2825514	DMXL1
2825629	TNFAIP8
2825733	HSD17B4
2825796	FAM170A
2825907	PRR16
2826058	FTMT
2826064	SRFBP1
2826118	ZNF474
2826159	SNCAIP
2826295	SNX2
2826343	SNX24
2826550	CSNK1G3
2827057	GRAMD3
2827156	PHAX
2827177	C5orf48
2827185	LMNB1
2827299	MEGF10
2827388	PRRC1
2827525	SLC12A2
2827645	SLC27A6
2827709	ISOC1
2827772	ADAMTS19
2827865	CHSY3
2828115	LYRM7
2828135	LYRM7
2828146	CDC42SE2
2828323	IL3
2828356	CSF2
2828441	PDLIM4
2828479	SLC22A4
2828520	SLC22A5
2828564	RAD50
2828688	IL13
2828699	IL4
2828757	ANKRD43
2828787	UQCRQ
2828796	LEAP2
2828856	HSPA4
2829171	TCF7
2829275	UBE2B
2829337	PHF15
2829416	SEC24A
2829463	CAMLG
2829488	DDX46
2829542	C5orf24
2829562	TXNDC15
2829589	PCBD2
2829624	CATSPER3
2829864	SLC25A48
2829905	FBXL21
2829947	TGFBI
2830010	SMAD5
2830450	NPY6R
2830465	MYOT
2830504	PKD2L2
2830598	WNT8A
2830638	KIF20A
2830698	FAM53C
2830742	KDM3B
2830818	REEP2
2830861	EGR1
2830946	CTNNA1
2831124	MATR3
2831209	PAIP2
2831284	UBE2D2
2831350	CXXC5
2831436	PSD2
2831519	C5orf32
2831567	PURA
2831591	C5orf53
2831619	WDR55
2831664	SLC4A9
2831719	ANKHD1-EIF4EBP3
2831875	SLC35A4
2831897	TMCO6
2831932	IK
2832052	HARS2
2832081	ZMAT2
2832115	PCDHA12
2832291	PCDHB1
2832297	PCDHB2
2832310	PCDHB3
2832315	PCDHB4
2832325	PCDHB5
2832355	PCDHB6
2832363	PCDHB17
2832378	PCDHB7
2832387	PCDHB8
2832392	PCDHB16
2832403	PCDHB9
2832423	PCDHB10
2832431	PCDHB11
2832439	PCDHB12
2832447	PCDHB13
2832459	PCDHB14
2832467	PCDHB18
2832499	PCDHB15
2832533	PCDHGC5
2832844	RELL2
2832963	KIAA0141
2833024	RNF14
2833078	NDFIP1
2833286	ARHGAP26
2833623	HMHB1
2833924	SH3RF2
2834025	RBM27
2834093	TCERG1
2834282	STK32A
2834472	SCGB3A2
2834503	SPINK5
2834574	SPINK14
2834579	SPINK6
2834609	SPINK7
2834743	ADRB2
2834863	ABLIM3
2834957	AFAP1L1
2835006	GRPEL2
2835021	PCYOX1L
2835166	ARHGEF37
2835213	PPARGC1B
2835300	SLC26A2
2835368	CDX1
2835386	SLC6A7
2835440	TCOF1
2835531	NDST1
2835576	SYNPO
2835619	MYOZ3
2835662	C5orf62
2835715	GPX3
2835792	GM2A
2835848	SLC36A1
2835960	G3BP1
2836242	GRIA1
2836451	MFAP3
2836518	GALNT10
2836665	SAP30L
2836738	LARP1
2836856	CNOT8
2836886	MRPL22
2837029	SGCD
2837192	PPP1R2P3
2837232	ITK
2837266	CYFIP2
2837479	THG1L
2837499	LSM11
2837810	UBLCP1
2837970	ADRA1B
2838042	TTC1
2838116	FABP6
2838201	PTTG1
2838399	GABRA6
2838416	GABRA1
2838462	GABRG2
2838598	CCNG1
2838656	HMMR
2838688	MAT2B
2839543	WWC1
2839671	RARS
2840002	CCDC99
2840036	DOCK2
2840213	FOXI1
2840238	C5orf58
2840270	KCNIP1
2840393	GABRP
2840425	RANBP17
2840574	TLX3
2840616	NPM1
2840789	FGF18
2841184	ERGIC1
2841284	ATP6V0E1
2841491	C5orf41
2841528	BNIP1
2841699	CPEB4
2841802	HMP19
2841964	MSX2
2842101	SFXN1
2842157	HRH2
2842194	CPLX2
2842255	CPLX2
2842429	C5orf25
2842530	ARL10
2842561	HIGD2A
2842570	FAF2
2842624	CDHR2
2842707	TSPAN17
2842860	ZNF346
2842911	FGFR4
2842951	NSD1
2843091	RGS14
2843131	SLC34A1
2843163	GRK6
2843209	PRR7
2843283	B4GALT7
2843485	RPL19
2843560	N4BP3
2843579	RMND5B
2843619	HNRNPAB
2843804	ZNF354B
2843855	ZFP2
2843882	ZNF454
2843935	ZNF354C
2844082	RUFY1
2844203	CANX
2844410	MAML1
2844461	LTC4S
2844479	SQSTM1
2844709	CNOT6
2844888	BTNL3
2844908	BTNL9
2844987	OR2V2
2845043	TRIM41
2845078	TRIM52
2845263	FLJ44896
2845274	CCDC127
2845342	C5orf55
2845351	LOC25845
2845362	SLC9A3
2845450	TPPP
2845474	ZDHHC11
2845591	BRD9
2845699	SLC12A7
2845829	TERT
2845879	CLPTM1L
2845921	SLC6A3
2845973	LPCAT1
2846207	IRX4
2846522	IRX2
2847229	FLJ33360
2847264	MED10
2847292	NSUN2
2847710	FASTKD3
2847967	SEMA5A
2848118	TAS2R1
2848233	FAM173B
2848265	CMBL
2848464	DAP
2848589	CTNND2
2849056	DNAH5
2849469	ANKH
2849588	LOC100128508
2849960	ZNF622
2849992	FAM134B
2850071	MYO10
